TO_Time_UTC, jNO2_up, jNO2_down, jNO2_total, NO_ppbv, NO2_ppbv, NOy_ppbv, O3_ppbv, NOx_ppbv, Ox_ppbv, CO2_ppm, CO2_i_ppm, CH4_ppb, CH4_i_ppb, CO_ppb, CO_i_ppb, H2O_pct, H2O_i_pct, AmbTemp, RelHumidity, StaticPrs, VertWindSpd, WindDir, WindSpd, Heading, Pitch, Roll, TrueAirSpd, GPSAlt, GPSLat, GPSLon
70359,,,,,,,,,,,,,,,,,,35.5,0.0,997.2,,,,232.9,-1.1,-1.0,56.0,29.0,38.561,-121.291
70360,,,,,,,,,,,,,,,,,,35.2,0.0,994.42,,,,232.7,-1.2,-1.3,61.2,29.0,38.561,-121.292
70361,,,,,,,,,,,,,,,,,,35.0,0.0,992.82,,,,234.0,-1.2,-1.1,64.6,29.0,38.561,-121.292
70362,,,,,,,,,,,,,,,,,,34.77,0.0,989.26,,,,234.1,-0.9,-0.6,70.8,29.0,38.56,-121.292
70363,,,,,,,,,,,,,,,,,,34.61,0.0,987.5,,,,233.4,-0.9,-1.1,74.2,29.0,38.56,-121.293
70364,,,,,,,,,,,,,,,,,,34.57,0.0,987.96,,,,233.0,-0.8,-0.7,74.0,29.0,38.56,-121.293
70365,,,,,,,,,,,,,,,,,,34.45,0.0,985.6,,,,233.7,0.0,-0.9,77.6,28.0,38.56,-121.293
70366,,,,,,,,,,,,,,,,,,34.43,0.0,985.96,,,,234.8,2.3,-1.3,77.9,28.0,38.56,-121.294
70367,,,,,,,,,,,,,,,,,,34.84,0.0,990.86,,,,235.4,4.7,-3.4,72.9,28.0,38.559,-121.294
70368,,,,,,,,,,,,,,,,,,34.46,0.0,986.62,,,,235.0,4.8,-0.6,79.7,30.0,38.559,-121.295
70369,,,,,,,,,,,,,,,,,,34.21,0.0,984.14,,,,234.6,5.6,0.2,83.3,31.0,38.559,-121.295
70370,,,,,,,,,,,,,,,,,,33.98,0.0,981.7,,,,234.5,6.7,-0.3,86.2,34.0,38.558,-121.296
70371,,,,,,,,,,,,,,,,,,33.86,0.0,982.64,,,,235.6,7.5,0.0,85.0,38.0,38.558,-121.296
70372,,,,,,,,,,,,,,,,,,33.9,0.0,985.12,,,,236.1,7.7,1.0,82.6,43.0,38.558,-121.296
70373,,,,,,,,,,,,,,,,,,33.21,0.0,978.7,,,,234.9,8.2,0.0,89.1,49.0,38.558,-121.297
70374,,,,,,,,,,,,,,,,,,33.39,0.0,979.96,,,,235.1,10.1,1.4,85.8,56.0,38.557,-121.297
70375,,,,,,,,,,,,,,,,,,33.65,0.0,983.6,,,,235.8,10.1,-2.0,80.1,62.0,38.557,-121.298
70376,,,,,,,,,,,,,,,,,,33.34,0.0,980.36,,,,234.2,9.3,-0.1,83.7,70.0,38.557,-121.298
70377,,,,,,,,,,,,,,,,,,33.13,0.0,976.66,,,,233.4,10.1,1.5,85.3,77.0,38.557,-121.299
70378,,,,,,,,,,,,,,,,,,33.13,0.0,976.8,,,,234.1,9.9,0.1,85.3,83.0,38.556,-121.299
70379,,,,,,,,,,,,,,,,,,33.32,0.0,978.58,,,,235.3,9.1,-0.6,82.6,90.0,38.556,-121.3
70380,,,,,,,,,,,,,,,,,,33.27,0.0,977.98,,,,235.7,8.8,-0.2,82.2,96.0,38.556,-121.3
70381,,,,,,,,,,,,,,,,,,33.2,0.0,977.86,,,,235.8,8.9,1.2,81.1,103.0,38.555,-121.3
70382,,,,,,,,,,,,,,,,,,33.04,0.0,976.36,,,,235.8,8.9,1.8,82.1,108.0,38.555,-121.301
70383,,,,,,,,,,431.21,431.22,,,,,,,33.18,0.0,977.84,,,,236.5,8.6,2.2,79.4,114.0,38.555,-121.301
70384,,,,,,,,,,,431.12,2023.3,2023.2,,,,,33.14,0.0,977.88,,,,237.8,8.1,3.2,78.7,119.0,38.555,-121.302
70385,,,,,,,,,,430.98,431.02,,2023.0,104.0,103.5,,,33.2,0.0,978.32,,,,238.3,7.8,1.1,77.6,124.0,38.554,-121.302
70386,,,,,,,,,,,430.94,2022.8,2022.8,,102.3,,,33.09,0.0,977.24,,,,238.3,7.8,-0.5,78.2,128.0,38.554,-121.303
70387,,,,,,,,,,,430.88,,2023.3,101.3,101.0,,,33.18,0.0,977.1,,,,238.3,7.4,1.5,77.9,133.0,38.554,-121.303
70388,,,,,,,,,,430.83,430.83,2023.8,2023.7,,99.2,1.044,1.044,33.0,0.0,975.86,,,,238.5,6.7,0.0,80.0,137.0,38.554,-121.304
70389,,,,,,,,,,,430.82,,2023.2,97.1,97.4,,1.044,32.95,0.0,975.9,,,,237.9,6.9,0.1,79.4,142.0,38.553,-121.304
70390,,,,,,,,,,430.81,430.81,,2022.4,,100.5,1.044,1.044,32.59,0.0,971.5,,,,236.8,7.2,0.1,84.3,146.0,38.553,-121.305
70391,,,,,,,,,,,430.33,2022.0,2022.0,106.3,104.5,,1.041,32.82,0.0,972.1,,,,237.3,7.8,-0.3,82.7,151.0,38.553,-121.305
70392,,,,,,,,,,429.65,429.82,,2021.9,,105.4,1.039,1.039,32.68,0.0,971.0,,,,238.5,7.3,0.1,85.0,158.0,38.552,-121.306
70393,,,,,,,,,,,429.79,2021.9,2021.9,,103.8,,1.041,32.7,0.0,970.72,,,,239.1,8.5,0.0,82.6,165.0,38.552,-121.306
70394,,,,,,,,,,,430.0,,2021.8,102.6,103.7,1.044,1.043,32.75,0.0,971.26,,,,238.9,8.3,0.0,81.3,171.0,38.552,-121.306
70395,,,,,,,,,,430.14,429.96,2021.8,2021.8,,108.2,,1.043,32.5,0.0,967.9,,,,238.3,7.4,1.8,83.4,178.0,38.552,-121.307
70396,,,,,,,,,,,429.43,,2021.8,113.0,112.8,,1.042,32.59,0.0,968.26,,,,238.5,6.5,4.1,82.6,184.0,38.551,-121.307
70397,,,,,,,,,,428.93,428.95,2021.8,2021.8,,109.9,1.041,1.042,31.88,0.0,961.5,,,,238.6,5.9,6.0,91.0,191.0,38.551,-121.308
70398,,,,,,,,,,,429.38,,2021.5,105.6,106.8,,1.045,32.0,0.0,961.18,,,,240.7,5.4,5.9,90.2,196.0,38.551,-121.308
70399,,,,,,,,,,429.92,429.8,,2020.9,,107.5,1.048,1.047,31.95,0.0,961.92,,,,242.8,4.3,8.4,89.7,201.0,38.551,-121.309
70400,,,,,,,,,,,429.76,2020.4,2020.2,,110.5,,1.047,32.04,0.0,963.34,,,,244.0,4.3,8.8,87.0,204.0,38.55,-121.309
70401,,,,,,,,,,,429.53,,2019.2,112.6,111.9,1.046,1.046,31.73,0.0,960.68,,,,244.5,4.0,6.6,90.5,207.0,38.55,-121.31
70402,,,,,,,,,,429.39,429.41,2018.0,2018.1,,109.5,,1.045,31.48,0.0,958.42,,,,245.9,4.2,5.1,93.8,208.0,38.55,-121.311
70403,,,,,,,,,,,429.45,,2016.9,107.1,107.1,,1.044,31.59,0.0,960.04,,,,247.6,4.3,6.8,91.7,208.0,38.55,-121.311
70404,,,,,,,,,,429.49,429.49,2015.1,2015.6,,105.8,1.044,1.043,31.42,0.0,959.34,,,,248.4,3.8,6.8,93.6,208.0,38.549,-121.312
70405,,,,,,,,,,,429.44,,2015.1,104.0,104.5,,1.039,31.32,0.0,959.42,,,,249.1,4.0,5.7,93.8,207.0,38.549,-121.312
70406,,,,,,,,,,429.37,429.38,,2015.2,,105.6,1.036,1.036,31.11,0.0,957.58,,,,249.9,4.7,6.0,96.0,207.0,38.549,-121.313
70407,,,,,,,,,,,429.45,2015.2,2015.7,,107.9,,1.037,30.89,0.0,955.44,,,,250.8,5.2,7.4,98.4,208.0,38.549,-121.314
70408,,,,,,,,,,,429.57,,2017.9,109.5,111.4,1.038,1.038,31.11,0.0,957.98,,,,251.7,5.5,6.0,95.8,209.0,38.549,-121.314
70409,,,,,,,,,,429.64,429.66,2020.1,2020.0,,116.9,,1.041,30.98,0.0,956.8,,,,252.6,5.5,7.5,97.3,211.0,38.548,-121.315
70410,,,,,,,,,,,429.7,,2021.7,122.1,121.9,,1.045,30.44,0.0,951.66,,,,253.5,5.5,7.4,103.2,213.0,38.548,-121.315
70411,,,,,,,,,,429.74,429.7,2023.9,2023.3,,120.0,1.047,1.048,30.67,0.0,952.94,,,,255.4,6.0,6.2,100.8,215.0,38.548,-121.316
70412,,,,,,,,,,,429.48,,2023.8,117.6,118.1,,1.05,31.06,0.0,957.0,,,,257.3,5.9,5.5,96.3,219.0,38.548,-121.317
70413,,,,,,,,,,429.23,429.26,,2023.6,,116.1,1.053,1.053,30.76,0.0,953.92,,,,258.2,6.3,6.4,99.2,222.0,38.548,-121.317
70414,,,,,,,,,,,428.93,2023.5,2022.6,,114.1,,1.049,30.95,0.0,955.68,,,,259.7,7.4,7.1,96.6,225.0,38.548,-121.318
70415,,,,,,,,,,428.41,428.58,,2019.6,113.0,113.5,1.044,1.045,30.81,0.0,954.66,,,,261.0,7.2,6.4,97.5,228.0,38.548,-121.319
70416,,,,,,,,,,,428.56,2016.5,2016.5,,114.7,,1.044,30.79,0.0,954.36,,,,262.3,7.0,6.1,97.5,231.0,38.547,-121.319
70417,,,,,,,,,,,428.86,,2020.5,115.8,115.9,,1.044,30.57,0.0,952.28,,,,263.6,6.7,6.2,99.0,235.0,38.547,-121.32
70418,,,,,,,,,,429.1,429.13,2025.8,2024.5,,116.7,1.044,1.046,30.67,0.0,952.76,,,,265.3,6.5,7.1,97.8,239.0,38.547,-121.321
70419,,,,,,,,,,,429.29,,2024.6,117.7,117.5,,1.051,30.67,0.0,952.84,,,,266.7,7.2,6.6,97.4,242.0,38.547,-121.321
70420,,,,,,,,,,429.47,429.45,,2022.9,,119.0,1.055,1.055,30.82,0.0,954.42,,,,268.3,7.6,5.8,95.5,245.0,38.547,-121.322
70421,,,,,,,,,,,429.22,2021.8,2022.4,,120.8,,1.052,30.73,0.0,953.5,,,,269.8,7.8,6.2,96.2,250.0,38.547,-121.323
70422,,,,,,,,,,428.8,428.93,,2024.1,121.8,121.4,1.049,1.05,30.71,0.0,953.02,,,,270.7,8.1,5.6,96.2,254.0,38.547,-121.323
70423,,,,,,,,,,,428.8,2025.7,2025.7,,120.6,,1.051,30.6,0.0,951.3,,,,271.4,7.9,4.9,97.3,259.0,38.547,-121.324
70424,,,,,,,,,,,428.81,,2023.9,120.0,119.7,,1.053,30.45,0.0,949.26,,,,272.2,7.2,6.0,98.5,263.0,38.547,-121.325
70425,,,,,,,,,,428.82,428.82,2021.7,2022.2,,118.1,1.054,1.054,30.63,0.0,951.64,,,,273.5,6.7,8.8,95.5,266.0,38.547,-121.325
70426,,,,,,,,,,,428.81,,2021.7,116.2,116.5,,1.053,30.67,0.0,951.84,,,,274.5,6.4,9.3,94.8,269.0,38.547,-121.326
70427,,,,,,,,,,428.81,428.81,,2021.9,,117.2,1.052,1.052,30.17,0.0,946.72,,,,275.8,5.9,11.1,100.4,271.0,38.547,-121.327
70428,,,,,,,,,,,428.44,2021.9,2021.7,118.9,118.4,,1.05,30.38,0.0,948.0,,,,278.5,6.4,11.1,98.1,273.0,38.547,-121.327
70429,,,,,,,,,,427.88,428.04,,2021.1,,118.8,1.047,1.047,30.56,0.0,951.26,,,,281.2,6.3,11.1,95.1,275.0,38.547,-121.328
70430,,,,,,,,,,,427.65,2020.6,2020.3,,118.6,,1.045,30.64,0.0,951.24,,,,283.3,6.2,10.9,95.0,278.0,38.547,-121.329
70431,,,,,,,,,,,427.26,,2016.2,118.5,117.7,1.042,1.043,30.55,0.0,951.62,,,,285.5,7.0,8.4,95.2,281.0,38.547,-121.329
70432,,,,,,,,,,426.98,426.86,2011.3,2012.2,,114.2,,1.036,30.55,0.0,950.68,,,,287.1,7.6,7.9,95.1,284.0,38.547,-121.33
70433,,,,,,,,,,,426.46,,2014.3,110.3,110.7,,1.026,30.44,0.0,949.76,,,,288.7,8.0,8.0,95.5,288.0,38.548,-121.331
70434,,,,,,,,,,426.05,426.06,,2018.1,,116.6,1.019,1.022,30.37,0.0,948.94,,,,290.2,7.8,7.8,95.7,292.0,38.548,-121.331
70435,,,,,,,,,,,426.55,2020.3,2021.9,127.2,123.8,,1.038,30.19,0.0,947.24,,,,291.5,7.6,8.9,97.3,295.0,38.548,-121.332
70436,,,,,,,,,,427.26,427.06,,2025.6,,126.1,1.056,1.054,30.34,0.0,948.7,,,,293.4,7.3,9.1,95.8,300.0,38.548,-121.333
70437,,,,,,,,,,,427.26,2029.0,2029.0,,124.0,,1.061,30.48,0.0,949.26,,,,295.9,7.6,8.5,94.2,304.0,38.548,-121.333
70438,,,,,,,,,,,427.25,,2028.6,122.3,122.7,1.069,1.066,30.51,0.0,949.06,,,,297.7,7.9,8.0,93.7,309.0,38.548,-121.334
70439,,,,,,,,,,427.25,427.21,2028.0,2028.1,,124.4,,1.071,30.72,0.0,950.76,,,,299.1,7.9,8.5,90.6,315.0,38.549,-121.334
70440,,,,,,,,,,,427.06,,2028.7,126.5,126.2,,1.075,30.63,0.0,949.1,,,,300.0,7.8,10.0,91.2,319.0,38.549,-121.335
70441,,,,,,,,,,426.9,426.91,,2029.5,,128.5,1.078,1.079,30.59,0.0,948.1,,,,301.1,7.5,9.7,91.4,324.0,38.549,-121.335
70442,,,,,,,,,,,426.63,2030.0,2029.5,132.1,130.9,,1.079,30.32,0.0,945.1,,,,302.6,7.0,7.7,94.4,329.0,38.549,-121.336
70443,,,,,,,,,,426.24,426.35,,2028.4,,130.9,1.08,1.08,30.89,0.0,950.48,,,,304.7,6.6,8.8,87.8,334.0,38.55,-121.337
70444,,,,,,,,,,,426.05,2027.3,2027.1,,128.7,,1.08,30.28,0.0,942.84,,,,305.2,6.5,9.6,95.2,339.0,38.55,-121.337
70445,,,,,,,,,,,425.74,,2025.5,126.8,126.5,,1.081,30.17,0.0,942.68,,,,306.8,6.6,8.1,95.3,343.0,38.55,-121.338
70446,,,,,,,,,,425.51,425.46,2023.5,2024.0,,124.5,1.081,1.08,30.34,0.0,945.52,,,,309.2,6.7,7.6,92.7,347.0,38.55,-121.338
70447,,,,,,,,,,,425.29,,2023.5,122.2,122.5,,1.078,30.47,0.0,947.06,,,,311.1,6.7,9.1,90.3,350.0,38.551,-121.339
70448,,,,,,,,,,425.1,425.11,,2023.4,,127.4,1.076,1.076,30.14,0.0,942.26,,,,312.0,7.0,7.9,94.3,353.0,38.551,-121.339
70449,,,,,,,,,,,425.05,2023.3,2023.5,136.5,133.6,,1.078,30.03,0.0,942.14,,,,313.2,6.7,8.2,95.3,356.0,38.551,-121.34
70450,,,,,,,,,,424.98,425.0,,2023.9,,134.9,1.079,1.079,30.04,0.0,942.32,,,,315.0,7.0,8.4,94.6,359.0,38.552,-121.34
70451,,,,,,,,,,,424.94,2024.3,2024.2,,132.0,,1.079,29.98,0.0,942.78,,,,317.2,7.2,9.3,94.4,361.0,38.552,-121.341
70452,,,,,,,,,,,424.87,,2023.0,129.7,129.7,1.078,1.078,29.87,0.0,941.5,,,,319.3,7.0,6.5,94.9,364.0,38.552,-121.341
70453,,,,,,,,,,424.83,424.64,2021.5,2021.8,,129.7,,1.073,30.17,0.0,944.2,,,,320.9,7.0,8.6,91.7,367.0,38.553,-121.341
70454,,,,,,,,,,,424.02,,2018.1,129.7,129.7,,1.064,29.94,0.0,941.5,,,,321.7,7.2,9.1,94.1,371.0,38.553,-121.342
70455,,,,,,,,,,423.42,423.42,2011.4,2013.6,,127.6,1.057,1.056,29.89,0.0,940.54,,,,323.2,7.3,6.3,94.0,374.0,38.554,-121.342
70456,,,,,,,,,,,423.59,,2012.8,124.5,125.4,,1.049,29.84,0.0,940.1,,,,325.2,7.2,7.5,94.7,377.0,38.554,-121.343
70457,,,,,,,,,,423.81,423.76,,2015.3,,125.2,1.042,1.042,30.14,0.0,944.02,,,,327.2,7.0,9.5,90.3,381.0,38.554,-121.343
70458,,,,,,,,,,,423.88,2017.4,2017.6,,126.3,,1.047,30.12,0.0,942.98,,,,328.1,7.1,10.9,90.5,385.0,38.555,-121.343
70459,,,,,,,,,,,423.98,,2018.3,127.1,126.7,1.054,1.052,29.71,0.0,938.22,,,,328.9,7.1,11.5,95.4,390.0,38.555,-121.344
70460,,,,,,,,,,424.04,423.98,2019.1,2019.0,,125.2,,1.055,29.77,0.0,939.54,,,,331.8,7.2,9.5,95.0,395.0,38.556,-121.344
70461,,,,,,,,,,,423.85,,2019.3,123.7,123.7,,1.057,29.92,0.0,940.02,,,,333.6,7.6,9.2,92.8,400.0,38.556,-121.344
70462,,,,,,,,,,423.73,423.72,2019.6,2019.5,,127.2,1.058,1.058,29.48,0.0,934.0,,,,334.3,7.7,9.3,97.5,403.0,38.557,-121.345
70463,,,,,,,,,,,423.64,,2020.0,131.7,130.7,,1.06,29.6,0.0,937.04,,,,336.6,7.0,8.2,95.1,407.0,38.557,-121.345
70464,,,,,,,,,,423.56,423.57,,2020.6,,130.6,1.062,1.062,29.65,0.0,937.84,,,,338.4,6.6,7.9,93.7,409.0,38.558,-121.345
70465,,,,,,,,,,,423.55,2021.1,2020.3,,129.1,,1.065,29.75,0.0,938.54,,,,340.0,6.5,9.9,91.9,412.0,38.558,-121.345
70466,,,,,,,,,,423.54,423.55,,2017.7,128.2,127.2,1.067,1.067,29.42,0.0,934.7,,,,341.7,6.1,7.9,95.6,414.0,38.558,-121.346
70467,,,,,,,,,,,423.17,2015.1,2015.1,,125.0,,1.058,29.68,0.0,938.62,,,,344.2,5.4,7.4,92.3,417.0,38.559,-121.346
70468,,,,,,,,,,,422.46,,2014.6,123.1,123.7,,1.047,29.59,0.0,937.22,,,,345.8,5.6,7.1,93.1,419.0,38.559,-121.346
70469,,,,,,,,,,421.9,422.0,2014.0,2014.2,,128.9,1.04,1.043,29.42,0.0,936.56,,,,347.0,5.9,5.1,94.3,421.0,38.56,-121.346
70470,,,,,,,,,,,422.45,,2016.7,135.2,134.1,,1.051,29.52,0.0,937.42,,,,347.8,5.9,4.8,93.2,422.0,38.56,-121.346
70471,0.01016,0.001253,0.01141,,,,,,,422.94,422.9,,2020.7,,135.9,1.058,1.059,29.37,0.0,935.84,,,,347.7,6.0,4.8,94.6,424.0,38.561,-121.346
70472,0.01014,0.001244,0.01139,,,,,,,,422.85,2023.2,2023.1,137.4,136.9,,1.066,29.06,0.0,931.5,,,,348.1,6.2,4.9,97.9,426.0,38.561,-121.347
70473,0.01016,0.001244,0.01141,,,,,,,422.71,422.75,,2023.0,,135.6,1.075,1.073,28.75,0.0,929.1,,,,350.0,6.4,5.2,101.6,429.0,38.562,-121.347
70474,0.01017,0.001244,0.01141,,,,,,,,422.62,2022.9,2022.9,,132.2,,1.077,29.26,0.0,934.54,,,,352.8,6.5,4.5,95.2,431.0,38.562,-121.347
70475,0.01014,0.00127,0.01141,,,,,,,,422.48,,2022.4,129.5,129.8,1.081,1.08,29.39,0.0,936.64,,,,354.0,6.6,3.1,93.2,433.0,38.563,-121.347
70476,0.01016,0.001253,0.01141,,,,,,,422.38,422.25,2021.8,2021.9,,131.5,,1.081,29.3,0.0,934.4,,,,353.3,7.4,3.6,94.3,435.0,38.564,-121.347
70477,0.01017,0.001236,0.01141,,,,,,,,421.81,,2019.1,133.4,133.2,,1.081,28.86,0.0,930.36,,,,353.1,7.1,3.3,99.1,438.0,38.564,-121.347
70478,0.01016,0.001253,0.01141,,,,,,,421.38,421.38,,2015.6,,130.1,1.081,1.079,28.98,0.0,930.78,,,,354.6,7.0,2.8,98.2,442.0,38.565,-121.347
70479,0.01016,0.001279,0.01144,,,,,,,,421.37,2013.8,2015.2,124.9,126.4,,1.072,29.21,0.0,934.96,,,,356.0,6.6,2.8,95.1,447.0,38.565,-121.347
70480,0.01013,0.001253,0.01138,,,,,,,421.37,421.37,,2018.0,,125.7,1.064,1.065,29.32,0.0,934.5,,,,356.1,6.6,4.1,93.3,452.0,38.566,-121.347
70481,0.01014,0.00121,0.01135,,,,,,,,421.23,2020.5,2020.4,,127.2,,1.07,28.84,0.0,928.8,,,,355.1,6.9,5.3,97.8,455.0,38.566,-121.347
70482,0.01014,0.001219,0.01136,,,,,,,,421.02,,2019.6,128.4,128.3,,1.078,28.73,0.0,927.98,,,,355.6,7.1,5.3,98.7,458.0,38.567,-121.347
70483,0.01016,0.001253,0.01141,,,,,,,420.86,420.86,2018.7,2018.9,,127.8,1.081,1.082,28.96,0.0,930.4,,,,357.5,7.2,5.2,96.0,461.0,38.567,-121.347
70484,0.01014,0.001244,0.01138,,,,,,,,420.86,,2018.0,127.3,127.3,,1.084,28.97,0.0,931.02,,,,359.3,6.8,4.5,95.4,465.0,38.568,-121.347
70485,0.01011,0.001219,0.01133,,,,,,,420.85,420.85,,2017.1,,129.3,1.085,1.085,28.79,0.0,929.52,,,,360.2,6.9,5.4,96.7,468.0,38.568,-121.347
70486,0.01013,0.00127,0.0114,,,,,,,,420.67,2016.6,2015.0,132.5,131.6,,1.084,28.7,0.0,927.84,,,,0.7,7.2,5.5,97.5,472.0,38.569,-121.347
70487,0.01019,0.001193,0.01138,,,,,,,420.41,420.47,,2011.3,,130.7,1.083,1.083,28.63,0.0,927.18,,,,2.2,7.2,6.8,98.2,477.0,38.569,-121.347
70488,0.01018,0.001184,0.01136,,,,,,,,420.31,2008.2,2008.5,,127.6,,1.076,29.06,0.0,931.04,,,,3.8,7.6,2.0,93.2,480.0,38.57,-121.347
70489,0.01021,0.00115,0.01136,,,,,,,,420.16,,2010.1,125.4,126.3,1.064,1.067,29.39,0.0,933.04,,,,4.6,7.3,2.0,90.2,484.0,38.57,-121.347
70490,0.01021,0.001124,0.01134,,,,,,,420.07,420.04,2011.9,2011.8,,129.1,,1.065,29.17,0.0,930.66,,,,3.3,7.0,0.3,92.5,488.0,38.571,-121.347
70491,0.01021,0.001175,0.01138,,,,,,,,419.96,,2011.7,131.7,131.6,,1.067,28.7,0.0,926.1,,,,2.5,6.8,0.4,97.1,491.0,38.571,-121.347
70492,0.0102,0.001141,0.01134,,,,,,,419.89,419.78,2011.4,2011.5,,127.5,1.067,1.065,28.38,0.0,922.3,,,,2.7,7.0,0.4,100.8,495.0,38.572,-121.347
70493,0.01019,0.001132,0.01132,,,,,,,,419.03,,2005.4,122.5,123.5,,1.06,28.6,0.0,924.74,,,,4.4,7.3,0.0,98.3,498.0,38.572,-121.347
70494,0.01021,0.001158,0.01136,,,,,,,418.16,418.28,,1995.9,,120.5,1.055,1.053,28.86,0.0,928.12,,,,5.5,7.0,0.7,94.7,501.0,38.573,-121.347
70495,0.01021,0.001141,0.01135,,,,,,,,418.39,1989.3,1990.5,,117.8,,1.033,28.75,0.0,927.06,,,,5.0,7.0,1.7,94.9,505.0,38.573,-121.347
70496,0.01022,0.001115,0.01134,,,,,,,418.81,418.67,,1994.2,116.3,117.4,1.007,1.012,28.43,0.0,923.48,,,,4.7,6.9,1.5,98.1,508.0,38.574,-121.347
70497,0.01023,0.001115,0.01135,,,,,,,,418.57,1997.8,1997.7,,120.0,,0.999,28.75,0.0,927.36,,,,5.5,6.6,1.9,93.9,511.0,38.574,-121.347
70498,0.01026,0.001124,0.01139,,,,,,,,418.12,,1995.6,122.2,122.3,,0.989,28.68,0.0,926.9,,,,5.5,6.4,0.7,93.9,515.0,38.575,-121.347
70499,0.01025,0.001106,0.01135,,,,,,,417.78,417.84,1992.8,1993.4,,122.8,0.983,0.985,28.38,0.0,924.06,,,,5.0,6.3,0.9,96.8,517.0,38.575,-121.347
70500,0.01023,0.001141,0.01137,,,,,,,,418.05,,1992.7,123.4,123.3,,0.989,28.39,0.0,923.32,,,,4.7,6.5,0.1,96.2,519.0,38.576,-121.347
70501,0.01025,0.001106,0.01135,,,,,,,418.29,418.26,,1992.5,,122.6,0.993,0.992,28.57,0.0,925.24,,,,5.5,6.5,0.5,94.7,521.0,38.576,-121.347
70502,0.01025,0.001089,0.01134,,,,,,,,418.27,1992.4,1993.2,,121.6,,0.989,28.59,0.0,925.34,,,,6.1,6.3,0.1,94.5,524.0,38.577,-121.346
70503,0.01026,0.001115,0.01138,,,,,,,418.25,418.26,,1995.2,121.1,123.9,0.985,0.985,28.6,0.0,925.22,,,,6.1,6.3,1.2,94.6,526.0,38.578,-121.346
70504,0.01026,0.001141,0.0114,,,,,,,,418.52,1997.0,1997.1,,129.5,,0.995,28.37,0.0,922.38,,,,6.0,6.1,0.9,97.5,529.0,38.578,-121.346
70505,0.01026,0.001141,0.0114,,,,,,,,418.98,,1998.8,134.2,133.9,,1.008,28.55,0.0,923.22,,,,6.5,6.3,0.5,96.0,531.0,38.579,-121.346
